2024-08-30 11:32:37.137 [background-preinit] INFO  org.hibernate.validator.internal.util.Version:21 - HV000001: Hibernate Validator 6.2.3.Final
2024-08-30 11:32:40.895 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#9' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.903 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportShareDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.905 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#8' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.907 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportMapDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.908 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#7' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.909 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportLinkDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.911 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#6' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.912 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDictItemDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.913 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#5' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.915 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDictDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.916 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#4' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.917 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDbParamDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.918 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#3' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.919 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDbFieldDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.921 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#2' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.922 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDbDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.923 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640#1' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.924 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDataSourceDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.925 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean '(inner bean)#43599640' of type [org.jeecgframework.minidao.aop.MiniDaoHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.926 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jimuReportDao' of type [org.jeecgframework.minidao.factory.MiniDaoBeanFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.952 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'spring.redis-org.springframework.boot.autoconfigure.data.redis.RedisProperties' of type [org.springframework.boot.autoconfigure.data.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.955 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration' of type [org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.986 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'org.springframework.boot.actuate.autoconfigure.metrics.redis.LettuceMetricsAutoConfiguration' of type [org.springframework.boot.actuate.autoconfigure.metrics.redis.LettuceMetricsAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.988 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusMetricsExportAutoConfiguration' of type [org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusMetricsExportAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.995 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'management.metrics.export.prometheus-org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusProperties' of type [org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:40.999 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'prometheusConfig' of type [org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusPropertiesConfigAdapter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.002 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'collectorRegistry' of type [io.prometheus.client.CollectorRegistry] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.004 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'org.springframework.boot.actuate.autoconfigure.metrics.MetricsAutoConfiguration' of type [org.springframework.boot.actuate.autoconfigure.metrics.MetricsAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.006 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'micrometerClock' of type [io.micrometer.core.instrument.Clock$1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.041 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'prometheusMeterRegistry' of type [io.micrometer.prometheus.PrometheusMeterRegistry] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.047 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'lettuceMetrics' of type [org.springframework.boot.actuate.autoconfigure.metrics.redis.LettuceMetricsAutoConfiguration$$Lambda$444/691098155] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.360 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'lettuceClientResources' of type [io.lettuce.core.resource.DefaultClientResources] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.492 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'redisConnectionFactory' of type [org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.499 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'jeecgBaseConfig' of type [org.jeecg.config.JeecgBaseConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.501 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'shiroConfig' of type [org.jeecg.config.shiro.ShiroConfig$$EnhancerBySpringCGLIB$$bd087ed3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.907 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.915 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$c75aa7ab] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.924 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:41.990 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'shiroRealm' of type [org.jeecg.config.shiro.ShiroRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:42.429 [main] INFO  org.jeecg.config.shiro.ShiroConfig:227 - ===============(1)�������������RedisCacheManager
2024-08-30 11:32:42.434 [main] INFO  org.jeecg.config.shiro.ShiroConfig:245 - ===============(2)����RedisManager,����Redis..
2024-08-30 11:32:42.439 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'redisManager' of type [org.crazycake.shiro.RedisManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:42.449 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:42.489 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:42.525 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration' of type [org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration$$EnhancerBySpringCGLIB$$70e5148a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:42.531 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:376 - Bean 'eventBus' of type [org.apache.shiro.event.support.DefaultEventBus] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-08-30 11:32:43.209 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8088 (http)
2024-08-30 11:32:43.221 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8088"]
2024-08-30 11:32:43.222 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2024-08-30 11:32:43.223 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.60]
2024-08-30 11:32:43.304 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/jeecg-boot]:173 - Initializing Spring embedded WebApplicationContext
2024-08-30 11:32:43.305 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:290 - Root WebApplicationContext: initialization completed in 6094 ms
2024-08-30 11:32:43.527 [main] INFO  o.j.m.jmreport.config.init.JimuReportConfiguration:99 -  Init JimuReport Config [ Token Interceptor & Resource Locations ] 
2024-08-30 11:32:44.178 [main] INFO  com.alibaba.druid.pool.DruidDataSource:994 - {dataSource-1,master} inited
2024-08-30 11:32:44.180 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource:132 - dynamic-datasource - load a datasource named [master] success
2024-08-30 11:32:44.180 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource:237 - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2024-08-30 11:32:46.011 [main] INFO  org.jeecg.common.modules.redis.config.RedisConfig:56 -  --- redis config init --- 
2024-08-30 11:32:47.390 [main] INFO  org.quartz.impl.StdSchedulerFactory:1220 - Using default implementation for ThreadExecutor
2024-08-30 11:32:47.394 [main] INFO  org.quartz.simpl.SimpleThreadPool:268 - Job execution threads will use class loader of thread: main
2024-08-30 11:32:47.407 [main] INFO  org.quartz.core.SchedulerSignalerImpl:61 - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2024-08-30 11:32:47.407 [main] INFO  org.quartz.core.QuartzScheduler:229 - Quartz Scheduler v.2.3.2 created.
2024-08-30 11:32:47.411 [main] INFO  o.s.scheduling.quartz.LocalDataSourceJobStore:672 - Using db table-based data access locking (synchronization).
2024-08-30 11:32:47.414 [main] INFO  o.s.scheduling.quartz.LocalDataSourceJobStore:145 - JobStoreCMT initialized.
2024-08-30 11:32:47.415 [main] INFO  org.quartz.core.QuartzScheduler:294 - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'MyScheduler' with instanceId 'guoyukun1724988767393'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2024-08-30 11:32:47.416 [main] INFO  org.quartz.impl.StdSchedulerFactory:1374 - Quartz scheduler 'MyScheduler' initialized from an externally provided properties instance.
2024-08-30 11:32:47.416 [main] INFO  org.quartz.impl.StdSchedulerFactory:1378 - Quartz scheduler version: 2.3.2
2024-08-30 11:32:47.417 [main] INFO  org.quartz.core.QuartzScheduler:2293 - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@41c07648
2024-08-30 11:32:49.093 [main] INFO  o.j.modules.jmreport.config.JmReportExecutorConfig:42 -  Init JimuReport Config [ �̳߳� ] 
2024-08-30 11:32:50.765 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver:58 - Exposing 2 endpoint(s) beneath base path '/actuator'
2024-08-30 11:32:50.869 [main] INFO  org.jeecg.config.init.CodeGenerateDbConfig:46 -  Init CodeGenerate Config [ Get Db Config From application.yml ] 
2024-08-30 11:32:51.944 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-8088"]
2024-08-30 11:32:51.970 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 8088 (http) with context path '/jeecg-boot'
2024-08-30 11:32:53.454 [main] INFO  o.s.scheduling.quartz.SchedulerFactoryBean:734 - Will start Quartz Scheduler [MyScheduler] in 1 seconds
2024-08-30 11:32:53.469 [main] INFO  org.jeecg.JeecgSystemApplication:61 - Started JeecgSystemApplication in 17.079 seconds (JVM running for 17.622)
2024-08-30 11:32:53.477 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:30 -  Init Code Generate Template [ ��������JAR����������Copyģ�嵽configĿ¼ ] 
2024-08-30 11:32:53.499 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/blob.ftl
2024-08-30 11:32:53.517 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/native/vue3NativeComponents.ftl
2024-08-30 11:32:53.519 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/native/vue3NativeForm.ftl
2024-08-30 11:32:53.521 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/native/vue3NativeImport.ftl
2024-08-30 11:32:53.522 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/native/vue3NativeSearch.ftl
2024-08-30 11:32:53.523 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/vue3Jvxepopup.ftl
2024-08-30 11:32:53.525 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/form/vue3popup.ftl
2024-08-30 11:32:53.526 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/init/initValue.ftl
2024-08-30 11:32:53.527 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/init/initValueSub.ftl
2024-08-30 11:32:53.528 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/sql/menu_insert.ftl
2024-08-30 11:32:53.529 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/utils.ftl
2024-08-30 11:32:53.530 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/core.ftl
2024-08-30 11:32:53.532 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/main.ftl
2024-08-30 11:32:53.533 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/native/vue3CoreNative.ftl
2024-08-30 11:32:53.534 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/native/vue3MainNative.ftl
2024-08-30 11:32:53.535 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/sub-vue3.ftl
2024-08-30 11:32:53.536 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/common/validatorRulesTemplate/sub.ftl
2024-08-30 11:32:53.537 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/default/one/java/${bussiPackage}/${entityPackage}/controller/${entityName}Controller.javai
2024-08-30 11:32:53.541 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/default/one/java/${bussiPackage}/${entityPackage}/entity/${entityName}.javai
2024-08-30 11:32:53.543 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/default/one/java/${bussiPackage}/${entityPackage}/mapper/${entityName}Mapper.javai
2024-08-30 11:32:53.544 [main] INFO  org.jeecg.config.init.CodeTemplateInitListener:62 - create file codeTemplate = E:\local\tj-cadre-assess-server\jeecg-module-system\jeecg-system-start\target\config\jeecg/code-template-online/default/one/java/${bussiPackage}/${entityPackage}/mapper/xml/${entityName}Mapper.xml
